phecode,aou,mgi,ukb,plus20
GU_614.54,1708,471,383,1
GU_614.55,11452,2650,476,1
GU_615,5480,2969,5142,1
GU_616,8183,2059,7354,1
GU_616.1,1551,855,1540,1
GU_616.2,1643,311,1537,1
GU_616.3,1684,32,1073,1
GU_616.4,236,,125,0
GU_617,4745,1151,3745,1
GU_617.1,552,172,83,1
GU_617.2,448,45,1158,1
GU_617.3,863,387,1030,1
GU_618,30338,7485,3687,1
GU_618.1,208,163,283,1
GU_618.3,9869,1977,1697,1
GU_619,19336,5626,7460,1
GU_619.1,205,151,103,1
GU_619.2,17483,4894,6699,1
GU_619.21,951,394,672,1
GU_619.22,1275,109,5856,1
GU_619.23,3842,1434,402,1
GU_620,5387,2568,2811,1
GU_621,6390,2235,2157,1
GU_621.1,6057,1986,2017,1
GU_622,6426,2708,14479,1
GU_622.1,4395,2140,10990,1
GU_622.2,2462,823,4177,1
GU_623,7888,3271,16505,1
GU_623.1,6251,2561,16045,1
GU_623.5,1028,662,,0
GU_623.6,275,165,943,1
GU_623.8,377,,266,0
GU_624,4777,2460,407,1
GU_624.1,240,112,,0
GU_624.2,57,11,172,0
GU_625,21131,10786,3588,1
GU_625.1,4645,2400,1303,1
GU_625.2,1444,365,1469,1
GU_625.3,486,444,,0
GU_625.4,280,184,26,1
GU_626,38591,11736,20640,1
GU_626.1,32325,9011,18632,1
GU_626.11,10696,2298,150,1
GU_626.111,9671,1976,113,1
GU_626.13,17697,5413,5615,1
GU_626.16,16668,5082,15354,1
GU_626.2,7122,2940,1934,1
GU_626.3,250,52,31,1
GU_626.4,80,26,44,1
GU_627,23708,6902,12925,1
GU_627.1,7775,2246,12208,1
GU_627.2,17330,5463,362,1
GU_629,4369,1789,1509,1
GU_629.1,928,791,12,0
ID_001,253,77,186,1
ID_002,7395,3004,7224,1
ID_002.1,6025,2300,4984,1
ID_003,5774,2511,7775,1
ID_004,12226,3616,4560,1
ID_004.1,891,270,696,1
ID_004.2,872,523,469,1
ID_004.3,1574,500,590,1
ID_004.4,140,45,5,0
ID_005,2612,766,528,1
ID_005.1,1944,557,423,1
ID_005.2,59,14,,0
ID_005.3,9,4,,0
ID_006,1546,171,97,1
ID_006.1,40,16,89,0
ID_006.2,1506,155,8,0
ID_007,348,130,781,1
ID_007.1,313,119,778,1
ID_007.2,29,8,,0
ID_008,4164,837,3006,1
ID_009,1793,1123,2304,1
ID_010,135,49,20,1
ID_010.1,17,15,16,0
ID_011,2014,1164,1341,1
ID_012,688,325,823,1
ID_013,239,118,171,1
ID_014,82,58,68,1
ID_015,3346,1989,1544,1
ID_015.1,31,31,41,1
ID_015.2,3161,1936,1504,1
ID_015.3,2,3,,0
ID_016,2455,488,28,1
ID_016.1,813,73,14,0
ID_016.2,8,,8,0
ID_017,87,32,8,0
ID_018,52,38,,0
ID_019,2166,456,37,1
ID_019.1,2157,452,36,1
ID_019.2,9,4,1,0
ID_020,2190,232,71,1
ID_020.1,2069,197,70,1
ID_021,91,26,12,0
ID_021.2,17,12,2,0
ID_022,109,28,,0
ID_023,28,24,6,0
ID_024,144,82,5,0
ID_025,1864,1547,694,1
ID_026,394,182,52,1
ID_027,91,21,22,1
ID_028,20,2,2,0
ID_029,18,12,19,0
ID_030,168,76,836,1
ID_031,20,9,26,0
ID_032,33,13,5,0
ID_033,5,2,,0
ID_034,19,4,2,0
ID_035,19,5,1,0
ID_036,,1,,0
ID_037,3,1,,0
ID_038,21,1,5,0
ID_039,56,32,33,1
ID_040,103,42,99,1
ID_041,53,6,2,0
ID_042,13,34,,0
ID_050,1214,643,346,1
ID_050.1,217,168,278,1
ID_050.2,48,31,,0
ID_050.3,21,5,,0
ID_050.4,162,54,4,0
ID_050.5,118,63,2,0
ID_050.6,360,202,4,0
ID_052,24387,11920,2318,1
ID_052.1,12717,3297,669,1
ID_052.3,11984,8882,1366,1
ID_052.31,1999,6548,120,1
ID_052.32,10301,3067,1252,1
ID_052.4,1003,520,98,1
ID_052.5,922,466,258,1
ID_052.6,24,7,,0
ID_053,117,38,20,1
ID_054,10671,1591,1228,1
ID_054.1,733,146,127,1
ID_054.2,2248,470,410,1
ID_054.21,127,166,10,0
ID_054.3,8290,978,554,1
ID_054.31,5944,753,504,1
ID_054.32,1260,198,143,1
ID_054.5,24,5,37,0
ID_055,692,305,91,1
ID_055.1,651,294,88,1
ID_056,20914,7002,1950,1
ID_056.1,2934,1241,,0
ID_056.2,3277,1588,244,1
ID_057,4837,331,301,1
ID_057.1,4777,315,262,1
ID_057.2,38,14,29,0
ID_058,1135,412,241,1
ID_058.1,862,310,222,1
ID_058.2,299,115,20,1
ID_059,16663,418,2369,1
ID_059.1,16095,,454,0
ID_060,364,69,44,1
ID_061,12152,2635,1456,1
ID_061.1,555,66,,0
ID_062,133,50,36,1
ID_063,50,28,20,1
ID_064,137,157,,0
ID_065,320,18,3,0
ID_066,295,40,11,0
ID_067,136,13,1,0
ID_068,37,8,2,0
ID_068.1,1,,,0
ID_069,316,88,57,1
ID_070,22965,7332,6385,1
ID_070.4,232,109,68,1
ID_071,782,26,3,0
ID_072,224,154,6,0
ID_073,37,15,1,0
ID_074,533,250,392,1
ID_075,112,35,8,0
ID_076,318,115,,0
ID_078,40,14,,0
ID_079,56,23,4,0
ID_084,4211,630,674,1
ID_084.1,69,20,36,1
ID_084.2,99,29,215,1
ID_084.3,16,6,10,0
ID_084.31,1,,2,0
ID_084.32,7,4,8,0
ID_084.4,2895,268,3,0
ID_084.5,141,24,32,1
ID_084.6,101,34,174,1
ID_084.7,170,40,76,1
ID_084.8,57,23,16,0
ID_086,2918,427,90,1
ID_086.1,486,60,16,0
ID_086.2,1998,275,50,1
ID_087,11,5,37,0
ID_088,12896,3944,355,1
ID_089,121669,35302,52417,1
ID_089.1,48726,16043,35836,1
ID_089.2,85332,22845,15402,1
ID_089.3,50500,13757,7619,1
ID_091,2356,881,1284,1
ID_092,17774,5495,15244,1
ID_092.1,2724,554,451,1
ID_092.2,14837,4547,15026,1
ID_092.3,12,4,38,0
ID_092.5,30,15,10,0
ID_092.8,5582,2386,,0
ID_097,5220,2099,1017,1
ID_097.1,3286,1433,,0
ID_097.2,539,166,355,1
ID_097.3,514,198,383,1
MB_280,40717,9163,10862,1
MB_280.1,20329,4758,10298,1
MB_280.11,18453,4350,8065,1
MB_280.13,2900,747,1475,1
MB_280.2,12704,2370,236,1
MB_280.21,11161,2226,212,1
MB_280.3,12098,2087,347,1
MB_280.31,7871,1688,321,1
MB_280.4,1930,459,66,1
MB_280.41,1808,448,62,1
MB_280.5,12134,555,116,1
MB_280.51,11134,499,95,1
MB_280.7,322,35,16,0
MB_280.71,250,27,12,0
MB_280.8,28280,6361,6391,1
MB_280.9,20234,4324,4018,1
MB_280.91,5755,807,1517,1
MB_281,132,16,20,0
MB_282,43974,16001,32192,1
MB_282.1,43480,10135,32192,1
MB_282.2,,8640,,0
MB_283,9983,2291,2990,1
MB_283.1,1169,,433,0
MB_283.3,2856,,7,0
MB_283.4,,,1085,0
MB_283.8,5793,,78,0
MB_284,10038,2138,1818,1
MB_284.1,9104,1875,,0
MB_284.2,2560,680,1818,1
MB_284.3,10,,,0
MB_286,81468,29052,28998,1
MB_286.1,14229,2432,1767,1
MB_286.11,7335,1603,629,1
MB_286.12,1651,386,,0
MB_286.2,62689,25634,27826,1
MB_286.3,1603,687,174,1
MB_286.4,13091,4774,102,1
MB_287,9729,1933,2065,1
MB_287.1,4263,205,1049,1
MB_287.2,3165,163,258,1
MB_287.4,1638,278,454,1
MB_287.5,1012,118,9,0
MB_288,78018,28690,20933,1
MB_288.2,9816,2478,1894,1
MB_288.3,22125,10319,376,1
MB_288.4,4708,2482,2038,1
MB_288.41,1163,391,113,1
MB_288.42,1129,843,19,0
MB_288.5,285,51,,0
MB_289,2343,813,335,1
MB_290,36311,10514,1136,1
MB_290.1,13465,2091,478,1
MB_291,6968,3028,1011,1
MB_291.1,1312,330,163,1
MB_293,2628,1477,188,1
MB_293.1,349,102,90,1
MB_293.2,424,105,38,1
MB_293.3,,135,,0
MB_293.4,,156,4,0
MB_293.5,94,57,,0
MB_294,6528,2018,694,1
MB_296,5032,846,628,1
MB_296.1,130,11,34,0
MB_296.2,171,10,31,0
MB_296.3,574,20,22,1
MB_296.4,2380,573,246,1
MB_296.5,72,14,8,0
MB_296.6,83,9,31,0
MB_296.7,267,22,36,1
MB_296.8,200,22,,0
MB_297,612,394,56,1
MB_298,995,186,28,1
MB_298.1,280,17,,0
MB_298.2,110,13,13,0
MB_298.3,108,43,4,0
MB_299,10777,6160,581,1
MB_300,751,68,184,1
MB_300.1,293,23,37,1
MB_300.2,52,8,5,0
MB_300.3,15,7,2,0
MB_300.4,3,,,0
MB_301,594,158,192,1
MB_301.1,424,105,86,1
MB_301.2,177,39,119,1
MB_302,1762,507,577,1
MB_302.1,668,216,215,1
MB_302.11,135,40,199,1
MB_302.12,55,30,29,1
MB_302.13,27,50,3,0
MB_302.2,49,8,8,0
MB_302.3,810,231,355,1
MB_302.4,22,7,,0
MB_303,683,361,42,1
MB_303.1,181,83,19,0
MB_304,7896,3044,32,1
MB_305,426,120,27,1
MB_305.1,404,111,27,1
MB_305.11,134,42,19,0
MB_305.12,42,16,2,0
MB_305.13,17,2,1,0
MB_305.14,31,10,,0
MB_306,1318,457,24,1
MB_307,2659,1068,10,0
MB_307.3,356,124,1,0
MB_307.4,78,87,2,0
MB_308,6257,2035,7247,1
MB_308.1,2847,1416,5879,1
MB_308.2,254,36,17,0
MB_308.3,3659,754,924,1
MB_308.31,1077,294,395,1
MB_308.32,1129,104,198,1
MB_308.4,2,1,950,0
MB_309,7847,74,1602,1
MB_309.1,1139,,85,0
MB_309.2,147,,,0
MB_309.3,889,,3,0
MB_309.4,242,1,138,0
MB_309.5,792,,87,0
MB_309.6,58,,,0
MB_309.7,1960,,541,0
MB_309.8,1251,67,,0
MB_309.9,157,7,97,0
MS_700,10628,4309,2410,1
MS_700.1,3950,1360,793,1
MS_700.11,3706,1298,650,1
MS_700.12,1414,551,303,1
MS_700.2,3823,1076,978,1
MS_700.3,788,435,307,1
MS_700.4,2226,832,269,1
MS_700.41,1779,631,106,1
MS_700.42,318,167,76,1
MS_700.43,408,206,86,1
MS_700.44,44,26,,0
MS_700.6,77,19,,0
MS_700.7,13,,,0
MS_701,4711,2198,236,1
MS_701.1,4610,2128,235,1
MS_701.11,1941,1069,13,0
MS_701.12,1492,828,39,1
MS_702,2679,901,185,1
MS_702.1,2107,595,110,1
MS_702.2,216,65,25,1
MS_702.3,187,155,4,0
MS_703,11643,4589,4975,1
MS_703.1,9967,4344,4856,1
MS_703.2,2020,384,98,1
MS_703.3,40,1,,0
MS_704,2763,905,1740,1
MS_704.1,214,104,141,1
MS_704.11,134,62,61,1
MS_704.12,35,14,4,0
MS_704.2,246,176,199,1
MS_704.3,198,44,30,1
MS_704.4,320,101,28,1
MS_704.5,670,156,818,1
MS_704.6,50,17,16,0
MS_704.7,66,30,32,1
MS_704.8,46,27,20,1
MS_704.9,192,74,77,1
MS_705,11170,4168,8320,1
MS_705.1,7940,3099,5444,1
MS_705.11,1394,531,519,1
MS_705.12,2186,771,561,1
MS_705.2,437,155,51,1
MS_705.3,1366,483,2654,1
MS_705.4,126,23,31,1
MS_705.5,590,136,478,1
MS_705.6,48,13,3,0
MS_706,7989,2012,2012,1
MS_706.1,4181,588,172,1
MS_706.2,848,382,1025,1
MS_706.3,401,19,2,0
MS_707,27015,23672,14334,1
MS_707.1,302,102,14,0
MS_707.2,1299,825,4,0
MS_707.3,41,30,,0
MS_707.8,2207,431,706,1
MS_707.9,576,230,20,1
MS_708,76165,28546,65936,1
MS_708.1,11074,3045,9140,1
MS_708.11,6833,2492,774,1
MS_709,17640,4348,14135,1
MS_709.1,1425,450,364,1
MS_709.11,752,258,,0
MS_709.12,167,42,,0
MS_709.13,121,43,,0
MS_709.2,16507,3964,13811,1
MS_709.21,10241,2148,9661,1
MS_709.22,2491,795,2230,1
MS_709.23,384,113,294,1
MS_709.24,7069,1823,2997,1
MS_710,16206,5917,1247,1
MS_710.1,614,186,,0
MS_710.11,167,47,,0
MS_710.12,41,16,,0
MS_710.13,4,1,,0
MS_710.2,664,367,199,1
MS_710.21,24,6,,0
MS_710.22,25,13,,0
MS_710.23,92,21,65,1
MS_710.3,1985,882,32,1
MS_710.31,721,309,,0
MS_710.32,691,472,,0
MS_710.4,11931,4192,590,1
MS_710.41,6094,1509,318,1
MS_710.42,656,322,22,1
MS_710.43,1090,341,33,1
MS_710.44,2008,1088,,0
MS_710.45,76,11,,0
MS_710.6,1554,657,32,1
MS_711,11710,4274,4712,1
MS_711.1,5448,2252,2825,1
MS_712,13681,5852,1754,1
MS_712.1,1484,653,990,1
MS_712.3,1570,540,121,1
MS_712.4,795,417,19,0
MS_712.5,1876,878,321,1
MS_712.51,1117,343,251,1
MS_712.6,5498,2366,248,1
MS_712.61,942,480,168,1
MS_712.62,115,24,9,0
MS_712.63,439,94,15,0
MS_713,122854,37713,2991,1
MS_713.1,632,167,19,0
MS_713.2,22756,5154,359,1
MS_713.3,119960,36632,2338,1
MS_713.31,56567,16618,,0
MS_713.32,17315,7481,,0
MS_713.34,14224,3900,,0
MS_713.35,8214,4142,,0
MS_713.36,41710,13018,,0
MS_713.37,65399,18758,,0
MS_713.38,30454,10015,,0
MS_713.4,11215,2590,146,1
MS_713.5,40,16,2,0
MS_714,20222,4875,1787,1
MS_714.1,2200,828,158,1
MS_714.2,663,120,13,0
MS_714.3,8157,2219,1090,1
MS_714.31,3906,1971,23,1
MS_714.32,232,80,11,0
MS_714.5,1433,534,114,1
MS_714.6,10590,2026,418,1
MS_714.7,1210,582,28,1
MS_715,48349,12658,6343,1
MS_715.1,41217,10009,4968,1
MS_715.4,26099,7201,1605,1
MS_715.5,319,85,29,1
MS_715.6,97,8,,0
MS_716,40997,10944,15581,1
MS_716.1,378,206,74,1
MS_716.2,30486,7066,799,1
MS_716.3,18459,6174,8428,1
MS_717,16771,7664,1229,1
MS_717.1,424,198,1,0
MS_717.2,10920,5150,477,1
MS_717.3,2006,566,,0
MS_718,112896,32539,15116,1
MS_718.1,39931,11865,651,1
MS_718.2,47279,12945,1886,1
MS_718.3,14713,5127,251,1
MS_718.4,68881,22074,6648,1
MS_718.5,27723,7538,2695,1
MS_719,35779,12487,1356,1
MS_719.1,25282,7123,681,1
MS_719.11,16818,4573,,0
MS_719.2,369,105,14,0
MS_719.21,24,7,1,0
MS_719.22,52,18,2,0
MS_719.3,1075,410,5,0
MS_719.4,62,5,6,0
MS_719.5,229,143,9,0
MS_719.6,2003,847,39,1
MS_719.61,89,39,,0
MS_719.8,1940,352,,0
MS_719.9,3777,1954,243,1
MS_719.91,812,334,187,1
MS_719.92,2651,1109,50,1
MS_719.93,618,760,8,0
MS_720,1601,924,304,1
MS_721,43567,12757,12333,1
MS_721.1,24154,7506,4166,1
MS_721.11,9144,2557,2993,1
MS_721.12,3919,1165,221,1
MS_721.15,213,62,34,1
MS_721.16,106,11,2,0
MS_721.2,7688,2676,4114,1
MS_721.3,440,228,,0
MS_721.4,2050,580,558,1
MS_721.5,17176,4327,3260,1
MS_721.6,5017,1210,621,1
MS_721.7,46,22,119,1
MS_722,17498,5610,4565,1
MS_722.1,15079,4730,448,1
MS_722.2,6,5,,0
MS_722.3,371,135,7,0
MS_722.4,1958,742,4115,1
MS_723,49090,18298,14549,1
MS_723.1,4948,1809,2517,1
MS_723.2,9502,4084,6100,1
MS_723.3,2192,657,137,1
MS_723.4,7390,2461,547,1
MS_723.5,10598,3885,285,1
MS_723.51,5025,1536,175,1
MS_723.52,2877,857,,0
MS_723.6,6545,1791,7508,1
MS_723.7,2496,1012,17,0
MS_724,71025,21787,7101,1
MS_724.1,37303,11058,2382,1
MS_724.2,92,21,52,1
MS_724.3,801,342,,0
MS_724.4,719,221,35,1
MS_724.5,12295,1481,732,1
MS_724.51,5628,344,74,1
MS_724.52,5555,594,657,1
MS_725,983,413,261,1
MS_725.1,135,19,23,0
MS_726,23682,6852,8969,1
MS_726.1,22997,6711,8916,1
MS_726.5,818,107,44,1
MS_726.6,173,62,17,0
MS_726.7,64,38,,0
MS_726.8,2,,,0
MS_727,45116,15461,2622,1
MS_727.1,2319,1047,114,1
MS_727.2,2733,511,3,0
MS_727.3,459,276,96,1
MS_727.4,70,26,35,1
MS_727.5,1344,361,57,1
MS_727.6,766,43,29,1
MS_727.7,106,76,,0
MS_728,14825,2678,1512,1
MS_728.1,6191,1293,619,1
MS_728.2,418,181,72,1
MS_728.3,4998,932,370,1
MS_728.4,30,28,7,0
MS_728.6,13,,4,0
MS_728.7,46,27,5,0
MS_728.8,24,24,18,0
MS_729,2512,2086,478,1
MS_730,21537,8262,37,1
MS_730.1,3910,1986,1,0
MS_730.3,31,12,5,0
MS_730.4,,266,,0
MS_732,6809,,238,0
MS_733,1813,814,548,1
MS_733.1,447,427,19,0
MS_733.11,117,197,,0
MS_733.111,46,71,,0
MS_733.112,79,138,,0
MS_733.113,4,16,,0
MS_733.12,258,349,,0
MS_733.121,185,248,,0
MS_733.122,106,202,,0
MS_733.123,24,42,,0
MS_733.2,715,398,101,1
MS_733.3,438,57,335,1
MS_733.31,73,14,,0
MS_733.4,250,159,,0
MS_733.41,44,107,,0
MS_733.7,144,172,67,1
MS_734,11776,4509,1068,1
MS_734.4,378,35,35,1
MS_734.5,586,435,198,1
MS_734.6,7035,2900,411,1
MS_734.61,69,67,,0
MS_734.62,3107,1383,,0
MS_734.63,201,502,,0
MS_734.9,3956,1159,,0
MS_740,7899,3798,1824,1
MS_740.1,577,446,16,0
MS_740.2,2002,852,678,1
MS_740.3,289,125,160,1
MS_740.4,489,198,64,1
MS_740.5,976,266,381,1
MS_740.6,365,189,79,1
MS_740.7,1269,512,32,1
MS_740.8,1048,411,202,1
MS_740.9,700,851,89,1
MS_741,55777,16456,1471,1
MS_741.1,11485,5174,64,1
MS_741.11,443,69,24,1
MS_741.13,1911,598,,0
MS_741.14,4474,2849,,0
MS_741.2,1142,393,70,1
MS_741.3,7894,1806,469,1
MS_741.4,3403,1687,23,1
MS_741.5,12567,4388,428,1
MS_741.6,16497,4332,200,1
MS_741.7,14842,3545,152,1
MS_741.71,1913,162,16,0
MS_741.72,7898,1786,128,1
MS_742,10161,4187,644,1
MS_745,44236,14823,6741,1
MS_745.1,11755,4541,2035,1
MS_745.11,2898,1394,468,1
MS_745.2,1331,659,152,1
MS_745.3,9448,3196,1886,1
MS_745.4,10254,3027,275,1
MS_745.5,9405,3043,618,1
MS_745.6,10326,3911,802,1
MS_745.61,5732,2396,314,1
MS_745.7,4359,1307,734,1
MS_745.8,1940,796,14,0
MS_745.9,5371,2211,301,1
NB_850,421,114,3,0
NB_850.1,231,87,1,0
NB_850.2,2,6,,0
NB_850.3,138,24,2,0
NB_851,173,,,0
NB_853,23,17,,0
NB_853.1,5,,,0
NB_853.2,4,12,,0
NB_853.21,3,,,0
NB_853.22,1,12,,0
NB_853.3,2,,,0
NB_853.4,2,1,,0
NB_853.5,1,,,0
NB_853.6,1,1,,0
NB_854,116,118,3,0
NB_854.1,29,6,,0
NB_854.11,29,,,0
NB_854.12,,5,,0
NB_854.2,5,8,1,0
NB_854.4,7,18,,0
NB_854.5,,1,,0
NB_854.6,1,,,0
NB_854.7,28,13,,0
NB_854.71,20,8,,0
NB_854.9,44,64,2,0
NB_856,139,72,8,0
NB_856.1,29,12,3,0
NB_856.11,6,6,,0
NB_856.2,9,3,,0
NB_856.21,9,3,,0
NB_856.3,2,3,,0
NB_856.4,38,6,,0
NB_856.5,4,2,,0
NB_856.7,40,36,,0
NB_856.8,5,6,3,0
NB_857,43,22,,0
NB_857.1,10,7,,0
NB_857.11,6,6,,0
NB_857.2,13,9,,0
NB_857.3,4,,,0
NB_857.5,6,2,,0
NB_857.51,5,,,0
NB_857.8,2,2,,0
NB_858,15,15,,0
NB_858.1,8,12,,0
NB_858.2,2,,,0
NB_859,15,20,,0
NB_859.1,2,,,0
NB_859.2,1,1,,0
NB_859.3,,2,,0
NB_860,37,9,1,0
NB_860.1,10,3,,0
NB_860.11,4,,,0
NB_860.12,6,2,,0
NB_860.2,1,2,,0
NB_860.3,14,1,,0
NB_860.4,7,2,1,0
NB_861,4,4,,0
NB_861.1,2,,,0
NB_861.2,,4,,0
NB_862,6,3,,0
NB_863,9,2,,0
NB_864,23,6,,0
NB_864.1,,2,,0
NB_864.3,15,1,,0
NB_865,29,12,,0
NB_865.1,6,3,,0
NB_865.11,3,2,,0
NB_865.12,3,,,0
NB_865.2,1,1,,0
NB_865.3,,1,,0
NB_865.5,2,,,0
NB_865.6,8,5,,0
NB_865.7,1,,,0
NB_866,7,3,,0
NB_866.1,6,3,,0
NB_868,33,9,,0
NB_868.1,5,2,,0
NB_868.3,14,4,,0
NB_868.4,5,1,,0
NB_868.5,1,1,,0
NB_868.7,3,1,,0
NB_870,23,5,1,0
NB_870.1,8,2,,0
NB_870.2,2,2,,0
NB_870.4,4,,,0
NB_871,47,80,15,0
NB_871.1,3,,,0
NB_871.2,1,2,,0
NB_871.4,43,25,15,0
NB_872,178,42,,0
NB_872.1,8,2,,0
NB_872.11,3,,,0
NB_872.12,,2,,0
NB_872.2,1,4,,0
NB_872.5,35,10,,0
NB_873,98,18,7,0
NB_873.1,3,,,0
NB_873.2,1,,,0
NB_873.3,7,,,0
NB_873.4,6,1,,0
NB_873.5,2,,,0
NB_873.6,2,1,,0
NB_874,8,16,,0
NB_875,119,,,0
NB_876,148,2,4,0
NB_877,129,,1,0
NB_878,76,,1,0
NB_879,212,1,1,0
NB_880,86,1,17,0
NB_881,23,30,,0
NB_882,47,,1,0
NB_882.1,24,,,0
NB_885,200,53,,0
NB_885.1,17,1,,0
NB_885.11,2,,,0
NB_885.12,5,1,,0
NB_885.13,4,,,0
NB_885.132,1,,,0
NB_885.14,5,,,0
NB_885.142,2,,,0
NB_885.2,36,1,,0
NB_885.21,2,1,,0
NB_885.211,,1,,0
NB_885.212,1,,,0
NB_885.22,35,,,0
NB_885.221,1,,,0
NB_885.222,15,,,0
NB_885.3,21,5,,0
NB_885.31,11,4,,0
NB_885.311,1,1,,0
NB_885.312,2,3,,0
NB_885.32,10,1,,0
NB_885.321,2,,,0
NB_885.322,5,1,,0
NB_885.4,1,,,0
NB_885.5,58,,,0
NB_886,51,5,,0
NB_886.1,20,1,,0
NB_886.11,6,,,0
NB_886.12,5,1,,0
NB_886.13,1,,,0
NB_886.2,5,2,,0
NB_886.21,1,1,,0
NB_886.22,3,1,,0
NB_886.3,6,1,,0
NB_886.31,2,,,0
NB_886.33,3,1,,0
NB_886.4,17,,,0
NB_887,22,10,,0
NB_889,112,4,4,0
NB_889.1,26,,,0
NB_889.2,2,,,0
NB_889.4,73,4,4,0
NS_320,1350,722,655,1
NS_320.1,792,306,490,1
NS_320.11,251,108,240,1
NS_320.12,486,185,249,1
NS_320.13,87,27,6,0
NS_320.2,226,91,33,1
NS_320.21,126,62,12,0
NS_320.22,32,9,6,0
NS_321,980,342,698,1
NS_321.1,445,171,229,1
NS_321.11,18,2,,0
NS_321.12,189,57,212,1
NS_321.13,19,2,2,0
NS_321.14,11,7,10,0
NS_321.2,359,106,126,1
NS_321.21,225,65,125,1
NS_322,831,312,442,1
NS_322.1,13,5,40,0
NS_322.2,18,7,20,0
NS_322.4,586,199,216,1
NS_323,774,322,817,1
NS_323.3,291,159,522,1
NS_323.31,160,111,,0
NS_323.32,9,10,,0
NS_323.33,21,11,,0
NS_324,18972,6975,6805,1
NS_324.1,2048,766,3331,1
NS_324.11,1914,739,3212,1
NS_324.2,279,144,174,1
NS_324.21,25,8,120,0
NS_324.3,16619,6027,2650,1
NS_324.31,4543,1262,675,1
NS_324.311,584,120,38,1
NS_324.314,2915,680,196,1
NS_324.315,185,121,19,0
NS_324.316,498,152,119,1
NS_324.32,19,9,14,0
NS_324.33,1009,323,150,1
NS_324.34,8366,2739,1489,1
NS_324.341,2635,863,794,1
NS_324.342,222,62,39,1
NS_324.35,1029,318,216,1
NS_324.5,7,4,,0
NS_324.6,124,46,16,0
NS_324.7,65,22,,0
NS_324.9,167,54,73,1
NS_325,16277,11594,5819,1
NS_325.1,,6625,168,0
NS_325.2,8858,5153,454,1
NS_325.3,4783,1785,608,1
NS_326,3085,826,2191,1
NS_326.1,2628,710,1984,1
NS_326.2,135,26,24,1
NS_326.3,11,9,2,0
NS_328,4887,1723,7602,1
NS_328.1,3385,1123,6264,1
NS_328.11,866,351,2640,1
NS_328.12,594,283,1468,1
NS_328.13,127,70,199,1
NS_328.14,108,91,,0
NS_328.3,1796,730,1950,1
NS_328.33,14,11,,0
NS_328.34,1,5,1,0
NS_329,27761,9564,7007,1
NS_329.1,12363,4031,1341,1
NS_329.2,173,123,,0
NS_329.3,465,354,,0
NS_329.4,3487,1501,,0
NS_329.41,2465,896,,0
NS_329.42,801,506,,0
NS_329.43,42,14,,0
NS_329.44,17,2,,0
NS_329.45,227,156,,0
NS_329.5,3906,835,,0
NS_329.6,471,123,694,1
NS_329.8,11476,4888,4483,1
NS_330,13316,4564,8470,1
NS_330.1,5928,1877,6469,1
NS_330.11,1901,493,821,1
NS_330.12,2547,961,802,1
NS_330.14,7,4,,0
NS_330.15,62,20,,0
NS_330.3,10641,4270,3268,1
NS_330.31,136,69,15,0
NS_330.4,136,35,,0
NS_331,76594,22557,18323,1
NS_331.1,9057,1819,684,1
NS_331.2,2104,535,29,1
NS_331.3,5786,1485,153,1
NS_331.31,1331,416,,0
NS_331.32,28,5,,0
NS_331.33,172,37,,0
NS_331.4,1059,277,,0
NS_331.5,318,79,,0
NS_331.6,33462,12600,6608,1
NS_331.61,8669,7014,525,1
NS_331.62,243,55,,0
NS_331.63,542,158,,0
NS_331.64,5329,1633,,0
NS_331.7,1184,279,72,1
NS_333,75508,28721,11013,1
NS_333.1,45051,20487,9462,1
NS_333.11,39312,16859,,0
NS_333.12,1312,692,,0
NS_333.13,20,10,,0
NS_333.14,1715,235,,0
NS_333.2,37342,11456,519,1
NS_333.3,12978,5995,167,1
NS_333.4,1882,664,63,1
NS_333.5,2630,1247,77,1
NS_333.51,56,31,,0
NS_333.52,685,284,,0
NS_333.53,46,16,,0
NS_333.54,164,62,21,1
NS_333.55,133,32,22,1
NS_333.6,10701,3391,,0
NS_333.61,2491,306,,0
NS_333.62,983,194,,0
NS_333.63,476,38,,0
NS_333.64,7947,2917,,0
NS_333.7,867,205,89,1
NS_333.71,230,44,,0
NS_333.8,8274,3836,,0
NS_334,8650,4127,3446,1
NS_334.1,2523,983,994,1
NS_334.11,1601,683,876,1
NS_334.12,974,348,77,1
NS_334.2,5200,2108,1720,1
NS_334.21,2253,954,1448,1
NS_334.22,7,4,5,0
NS_334.23,2694,934,,0
NS_334.24,215,54,113,1
NS_334.25,286,110,5,0
NS_334.3,24,5,2,0
NS_334.4,1068,570,508,1
NS_334.41,274,130,187,1
NS_334.42,356,222,110,1
NS_334.44,537,285,233,1
NS_334.5,67,39,19,0
NS_334.6,111,56,17,0
NS_334.8,37,46,33,1
NS_334.9,53,26,15,0
NS_335,3349,1557,9057,1
NS_335.1,1410,648,183,1
NS_335.2,1169,324,115,1
NS_335.3,85,58,25,1
NS_335.4,328,299,91,1
NS_336,34490,13949,20222,1
NS_336.4,23228,8106,16938,1
NS_336.41,19349,5909,15356,1
NS_336.411,5070,1591,,0
NS_336.5,9809,3582,2674,1
NS_336.51,2015,727,66,1
NS_336.52,1606,524,151,1
NS_337,27060,9690,4958,1
NS_337.2,896,300,476,1
NS_337.21,387,180,332,1
NS_337.22,348,99,,0
NS_337.3,2176,1381,292,1
NS_337.4,91,26,,0
NS_337.5,213,64,,0
